cellID cellType sampleID
cell_1968 D_cells patient_3
cell_1969 D_cells patient_3
cell_1970 D_cells patient_3
cell_1971 D_cells patient_3
cell_1972 D_cells patient_3
cell_1973 D_cells patient_3
cell_1974 D_cells patient_3
cell_1975 D_cells patient_3
cell_1976 D_cells patient_3
cell_1977 D_cells patient_3
cell_1978 D_cells patient_3
cell_1979 D_cells patient_3
cell_1980 D_cells patient_3
cell_1981 D_cells patient_3
cell_1982 D_cells patient_3
cell_1983 D_cells patient_3
cell_1984 D_cells patient_3
cell_1985 D_cells patient_3
cell_1986 D_cells patient_3
cell_1987 D_cells patient_3
cell_1988 D_cells patient_3
cell_1989 D_cells patient_3
cell_1990 D_cells patient_3
cell_1991 D_cells patient_3
cell_1992 D_cells patient_3
cell_1993 D_cells patient_3
cell_1994 D_cells patient_3
cell_1995 D_cells patient_3
cell_1996 D_cells patient_3
cell_1997 D_cells patient_3
cell_1998 D_cells patient_3
cell_1999 D_cells patient_3
cell_2000 M_M patient_3
cell_2001 M_M patient_3
cell_2002 M_M patient_3
cell_2003 M_M patient_3
cell_2004 M_M patient_3
cell_2005 M_M patient_3
cell_2006 M_M patient_3
cell_2007 M_M patient_3
cell_2008 M_M patient_3
cell_2009 M_M patient_3
cell_2010 M_M patient_3
cell_2011 M_M patient_3
cell_2012 M_M patient_3
cell_2013 M_M patient_3
cell_2014 M_M patient_3
cell_2015 M_M patient_3
cell_2016 M_M patient_3
cell_2017 M_M patient_3
cell_2018 M_M patient_3
cell_2019 M_M patient_3
cell_2020 M_M patient_3
cell_2021 M_M patient_3
cell_2022 M_M patient_3
cell_2023 M_M patient_3
cell_2024 M_M patient_3
cell_2025 M_M patient_3
cell_2026 M_M patient_3
cell_2027 M_M patient_3
cell_2028 M_M patient_3
cell_2029 M_M patient_3
cell_2030 M_M patient_3
cell_2031 M_M patient_3
cell_2032 M_M patient_3
cell_2033 M_M patient_3
cell_2034 M_M patient_3
cell_2035 M_M patient_3
cell_2036 M_M patient_3
cell_2037 M_M patient_3
cell_2038 M_M patient_3
cell_2039 M_M patient_3
cell_2040 M_M patient_3
cell_2041 M_M patient_3
cell_2042 M_M patient_3
cell_2043 M_M patient_3
cell_2044 M_M patient_3
cell_2045 M_M patient_3
cell_2046 M_M patient_3
cell_2047 M_M patient_3
cell_2048 M_M patient_3
cell_2049 M_M patient_3
cell_2050 M_M patient_3
cell_2051 M_M patient_3
cell_2052 M_M patient_3
cell_2053 M_M patient_3
cell_2054 M_M patient_3
cell_2055 M_M patient_3
cell_2056 M_M patient_3
cell_2057 M_M patient_3
cell_2058 M_M patient_3
cell_2059 M_M patient_3
cell_2060 M_M patient_3
cell_2061 M_M patient_3
cell_2062 M_M patient_3
cell_2063 M_M patient_3
cell_2064 M_M patient_3
cell_2065 M_M patient_3
cell_2066 M_M patient_3
cell_2067 M_M patient_3
cell_2068 M_M patient_3
cell_2069 M_M patient_3
cell_2070 M_M patient_3
cell_2071 M_M patient_3
cell_2072 M_M patient_3
cell_2073 M_M patient_3
cell_2074 M_M patient_3
cell_2075 M_M patient_3
cell_2076 M_M patient_3
cell_2077 M_M patient_3
cell_2078 M_M patient_3
cell_2079 M_M patient_3
cell_2080 M_M patient_3
cell_2081 M_M patient_3
cell_2082 M_M patient_3
cell_2083 M_M patient_3
cell_2084 M_M patient_3
cell_2085 M_M patient_3
cell_2086 M_M patient_3
cell_2087 M_M patient_3
cell_2088 M_M patient_3
cell_2089 M_M patient_3
cell_2090 M_M patient_3
cell_2091 M_M patient_3
cell_2092 M_M patient_3
cell_2093 M_M patient_3
cell_2094 M_M patient_3
cell_2095 M_M patient_3
cell_2096 M_M patient_3
cell_2097 M_M patient_3
cell_2098 M_M patient_3
cell_2099 M_M patient_3
cell_2100 M_M patient_3
cell_2101 M_M patient_3
cell_2102 M_M patient_3
cell_2103 M_M patient_3
cell_2104 M_M patient_3
cell_2105 M_M patient_3
cell_2106 M_M patient_3
cell_2107 M_M patient_3
cell_2108 M_M patient_3
cell_2109 M_M patient_3
cell_2110 M_M patient_3
cell_2111 M_M patient_3
cell_2112 M_M patient_3
cell_2113 M_M patient_3
cell_2114 M_M patient_3
cell_2115 M_M patient_3
cell_2116 M_M patient_3
cell_2117 M_M patient_3
cell_2118 M_M patient_3
cell_2119 M_M patient_3
cell_2120 M_M patient_3
cell_2121 M_M patient_3
cell_2122 M_M patient_3
cell_2123 M_M patient_3
cell_2124 M_M patient_3
cell_2125 M_M patient_3
cell_2126 M_M patient_3
cell_2127 M_M patient_3
cell_2128 M_M patient_3
cell_2129 M_M patient_3
cell_2130 M_M patient_3
cell_2131 M_M patient_3
cell_2132 M_M patient_3
cell_2133 M_M patient_3
cell_2134 M_M patient_3
cell_2135 M_M patient_3
cell_2136 M_M patient_3
cell_2137 M_M patient_3
cell_2138 M_M patient_3
cell_2139 M_M patient_3
cell_2140 M_M patient_3
cell_2141 M_M patient_3
cell_2142 M_M patient_3
cell_2143 M_M patient_3
cell_2144 M_M patient_3
cell_2145 M_M patient_3
cell_2146 M_M patient_3
cell_2147 M_M patient_3
cell_2148 M_M patient_3
cell_2149 M_M patient_3
cell_2150 M_M patient_3
cell_2151 M_M patient_3
cell_2152 M_M patient_3
cell_2153 M_M patient_3
cell_2154 M_M patient_3
cell_2155 M_M patient_3
cell_2156 M_M patient_3
cell_2157 M_M patient_3
cell_2158 M_M patient_3
cell_2159 M_M patient_3
cell_2160 M_M patient_3
cell_2161 M_M patient_3
cell_2162 M_M patient_3
cell_2163 M_M patient_3
cell_2164 M_M patient_3
cell_2165 M_M patient_3
cell_2166 M_M patient_3
cell_2167 M_M patient_3
cell_2168 M_M patient_3
cell_2169 M_M patient_3
cell_2170 M_M patient_3
cell_2171 M_M patient_3
cell_2172 M_M patient_3
cell_2173 M_M patient_3
cell_2174 M_M patient_3
cell_2175 M_M patient_3
cell_2176 M_M patient_3
cell_2177 M_M patient_3
cell_2178 M_M patient_3
cell_2179 M_M patient_3
cell_2180 M_M patient_3
cell_2181 M_M patient_3
cell_2182 M_M patient_3
cell_2183 M_M patient_3
cell_2184 M_M patient_3
cell_2185 M_M patient_3
cell_2186 M_M patient_3
cell_2187 M_M patient_3
cell_2188 M_M patient_3
cell_2189 M_M patient_3
cell_2190 M_M patient_3
cell_2191 M_M patient_3
cell_2192 M_M patient_3
cell_2193 M_M patient_3
cell_2194 M_M patient_3
cell_2195 M_M patient_3
cell_2196 M_M patient_3
cell_2197 M_M patient_3
cell_2198 M_M patient_3
cell_2199 M_M patient_3
cell_2200 M_M patient_3
cell_2201 M_M patient_3
cell_2202 M_M patient_3
cell_2203 M_M patient_3
cell_2204 M_M patient_3
cell_2205 M_M patient_3
cell_2206 M_M patient_3
cell_2207 M_M patient_3
cell_2208 M_M patient_3
cell_2209 M_M patient_3
cell_2210 M_M patient_3
cell_2211 M_M patient_3
cell_2212 M_M patient_3
cell_2213 M_M patient_3
cell_2214 M_M patient_3
cell_2215 M_M patient_3
cell_2216 M_M patient_3
cell_2217 M_M patient_3
cell_2218 M_M patient_3
cell_2219 M_M patient_3
cell_2220 M_M patient_3
cell_2221 M_M patient_3
cell_2222 M_M patient_3
cell_2223 M_M patient_3
cell_2224 M_M patient_3
cell_2225 M_M patient_3
cell_2226 M_M patient_3
cell_2227 M_M patient_3
cell_2228 M_M patient_3
cell_2229 M_M patient_3
cell_2230 M_M patient_3
cell_2231 M_M patient_3
cell_2232 M_M patient_3
cell_2233 M_M patient_3
cell_2234 M_M patient_3
cell_2235 M_M patient_3
cell_2236 M_M patient_3
cell_2237 M_M patient_3
cell_2238 M_M patient_3
cell_2239 M_M patient_3
cell_2240 M_M patient_3
cell_2241 M_M patient_3
cell_2242 M_M patient_3
cell_2243 M_M patient_3
cell_2244 M_M patient_3
cell_2245 M_M patient_3
cell_2246 M_M patient_3
cell_2247 M_M patient_3
cell_2248 M_M patient_3
cell_2249 M_M patient_3
cell_2250 M_M patient_3
cell_2251 M_M patient_3
cell_2252 M_M patient_3
cell_2253 M_M patient_3
cell_2254 M_M patient_3
cell_2255 M_M patient_3
cell_2256 M_M patient_3
cell_2257 M_M patient_3
cell_2258 M_M patient_3
cell_2259 M_M patient_3
cell_2260 M_M patient_3
cell_2261 M_M patient_3
cell_2262 M_M patient_3
cell_2263 M_M patient_3
cell_2264 M_M patient_3
cell_2265 M_M patient_3
cell_2266 M_M patient_3
cell_2267 M_M patient_3
cell_2268 M_M patient_3
cell_2269 M_M patient_3
cell_2270 M_M patient_3
cell_2271 M_M patient_3
cell_2272 M_M patient_3
cell_2273 M_M patient_3
cell_2274 M_M patient_3
cell_2275 M_M patient_3
cell_2276 M_M patient_3
cell_2277 M_M patient_3
cell_2278 M_M patient_3
cell_2279 M_M patient_3
cell_2280 M_M patient_3
cell_2281 M_M patient_3
cell_2282 M_M patient_3
cell_2283 M_M patient_3
cell_2284 M_M patient_3
cell_2285 M_M patient_3
cell_2286 M_M patient_3
cell_2287 M_M patient_3
cell_2288 M_M patient_3
cell_2289 M_M patient_3
cell_2290 M_M patient_3
cell_2291 M_M patient_3
cell_2292 M_M patient_3
cell_2293 M_M patient_3
cell_2294 M_M patient_3
cell_2295 M_M patient_3
cell_2296 M_M patient_3
cell_2297 M_M patient_3
cell_2298 M_M patient_3
cell_2299 M_M patient_3
cell_2300 M_M patient_3
cell_2301 M_M patient_3
cell_2302 M_M patient_3
cell_2303 M_M patient_3
cell_2304 M_M patient_3
cell_2305 M_M patient_3
cell_2306 M_M patient_3
cell_2307 M_M patient_3
cell_2308 M_M patient_3
cell_2309 M_M patient_3
cell_2310 M_M patient_3
cell_2311 M_M patient_3
cell_2312 M_M patient_3
cell_2313 M_M patient_3
cell_2314 M_M patient_3
cell_2315 M_M patient_3
cell_2316 M_M patient_3
cell_2317 M_M patient_3
cell_2318 M_M patient_3
cell_2319 M_M patient_3
cell_2320 M_M patient_3
cell_2321 M_M patient_3
cell_2322 M_M patient_3
cell_2323 M_M patient_3
cell_2324 M_M patient_3
cell_2325 M_M patient_3
cell_2326 M_M patient_3
cell_2327 M_M patient_3
cell_2328 M_M patient_3
cell_2329 M_M patient_3
cell_2330 M_M patient_3
cell_2331 M_M patient_3
cell_2332 M_M patient_3
cell_2333 M_M patient_3
cell_2334 M_M patient_3
cell_2335 M_M patient_3
cell_2336 M_M patient_3
cell_2337 M_M patient_3
cell_2338 M_M patient_3
cell_2339 M_M patient_3
cell_2340 M_M patient_3
cell_2341 M_M patient_3
cell_2342 M_M patient_3
cell_2343 M_M patient_3
cell_2344 M_M patient_3
cell_2345 M_M patient_3
cell_2346 M_M patient_3
cell_2347 M_M patient_3
cell_2348 M_M patient_3
cell_2349 M_M patient_3
cell_2350 M_M patient_3
cell_2351 M_M patient_3
cell_2352 M_M patient_3
cell_2353 M_M patient_3
cell_2354 M_M patient_3
cell_2355 M_M patient_3
cell_2356 M_M patient_3
cell_2357 M_M patient_3
cell_2358 M_M patient_3
cell_2359 M_M patient_3
cell_2360 M_M patient_3
cell_2361 M_M patient_3
cell_2362 M_M patient_3
cell_2363 M_M patient_3
cell_2364 M_M patient_3
cell_2365 M_M patient_3
cell_2366 M_M patient_3
cell_2367 M_M patient_3
cell_2368 M_M patient_3
cell_2369 M_M patient_3
cell_2370 M_M patient_3
cell_2371 M_M patient_3
cell_2372 M_M patient_3
cell_2373 M_M patient_3
cell_2374 M_M patient_3
cell_2375 M_M patient_3
cell_2376 M_M patient_3
cell_2377 M_M patient_3
cell_2378 M_M patient_3
cell_2379 M_M patient_3
cell_2380 M_M patient_3
cell_2381 M_M patient_3
cell_2382 M_M patient_3
cell_2383 M_M patient_3
cell_2384 M_M patient_3
cell_2385 M_M patient_3
cell_2386 M_M patient_3
cell_2387 M_M patient_3
cell_2388 M_M patient_3
cell_2389 M_M patient_3
cell_2390 M_M patient_3
cell_2391 M_M patient_3
cell_2392 M_M patient_3
cell_2393 M_M patient_3
cell_2394 M_M patient_3
cell_2395 M_M patient_3
cell_2396 M_M patient_3
cell_2397 M_M patient_3
cell_2398 M_M patient_3
cell_2399 M_M patient_3
cell_2400 M_M patient_3
cell_2401 M_M patient_3
cell_2402 M_M patient_3
cell_2403 M_M patient_3
cell_2404 M_M patient_3
cell_2405 M_M patient_3
cell_2406 M_M patient_3
cell_2407 M_M patient_3
cell_2408 M_M patient_3
cell_2409 M_M patient_3
cell_2410 M_M patient_3
cell_2411 M_M patient_3
cell_2412 M_M patient_3
cell_2413 M_M patient_3
cell_2414 M_M patient_3
cell_2415 M_M patient_3
cell_2416 M_M patient_3
cell_2417 M_M patient_3
cell_2418 M_M patient_3
cell_2419 M_M patient_3
cell_2420 M_M patient_3
cell_2421 M_M patient_3
cell_2422 M_M patient_3
cell_2423 M_M patient_3
cell_2424 M_M patient_3
cell_2425 M_M patient_3
cell_2426 M_M patient_3
cell_2427 M_M patient_3
cell_2428 M_M patient_3
cell_2429 M_M patient_3
cell_2430 M_M patient_3
cell_2431 M_M patient_3
cell_2432 M_M patient_3
cell_2433 M_M patient_3
cell_2434 M_M patient_3
cell_2435 M_M patient_3
cell_2436 M_M patient_3
cell_2437 M_M patient_3
cell_2438 M_M patient_3
cell_2439 M_M patient_3
cell_2440 M_M patient_3
cell_2441 M_M patient_3
cell_2442 M_M patient_3
cell_2443 M_M patient_3
cell_2444 M_M patient_3
cell_2445 M_M patient_3
cell_2446 M_M patient_3
cell_2447 M_M patient_3
cell_2448 M_M patient_3
cell_2449 M_M patient_3
cell_2450 M_M patient_3
cell_2451 M_M patient_3
cell_2452 M_M patient_3
cell_2453 M_M patient_3
cell_2454 M_M patient_3
cell_2455 M_M patient_3
cell_2456 M_M patient_3
cell_2457 M_M patient_3
cell_2458 M_M patient_3
cell_2459 M_M patient_3
cell_2460 M_M patient_3
cell_2461 M_M patient_3
cell_2462 M_M patient_3
cell_2463 M_M patient_3
cell_2464 M_M patient_3
cell_2465 M_M patient_3
cell_2466 M_M patient_3
cell_2467 M_M patient_3
cell_2468 M_M patient_3
cell_2469 M_M patient_3
cell_2470 M_M patient_3
cell_2471 M_M patient_3
cell_2472 M_M patient_3
cell_2473 M_M patient_3
cell_2474 M_M patient_3
cell_2475 M_M patient_3
cell_2476 M_M patient_3
cell_2477 M_M patient_3
cell_2478 M_M patient_3
cell_2479 M_M patient_3
cell_2480 M_M patient_3
cell_2481 M_M patient_3
cell_2482 M_M patient_3
cell_2483 M_M patient_3
cell_2484 M_M patient_3
cell_2485 M_M patient_3
cell_2486 M_M patient_3
cell_2487 M_M patient_3
cell_2488 M_M patient_3
cell_2489 M_M patient_3
cell_2490 M_M patient_3
cell_2491 M_M patient_3
cell_2492 M_M patient_3
cell_2493 M_M patient_3
cell_2494 M_M patient_3
cell_2495 M_M patient_3
cell_2496 M_M patient_3
cell_2497 M_M patient_3
cell_2498 M_M patient_3
cell_2499 M_M patient_3
cell_2500 M_M patient_3
cell_2501 M_M patient_3
cell_2502 M_M patient_3
cell_2503 M_M patient_3
cell_2504 M_M patient_3
cell_2505 M_M patient_3
cell_2506 M_M patient_3
cell_2507 M_M patient_3
cell_2508 M_M patient_3
cell_2509 M_M patient_3
cell_2510 M_M patient_3
cell_2511 M_M patient_3
cell_2512 M_M patient_3
cell_2513 M_M patient_3
cell_2514 M_M patient_3
cell_2515 M_M patient_3
cell_2516 M_M patient_3
cell_2517 M_M patient_3
cell_2518 M_M patient_3
cell_2519 M_M patient_3
cell_2520 NKC patient_3
cell_2521 NKC patient_3
cell_2522 NKC patient_3
cell_2523 NKC patient_3
cell_2524 NKC patient_3
cell_2525 NKC patient_3
cell_2526 NKC patient_3
cell_2527 NKC patient_3
cell_2528 NKC patient_3
cell_2529 NKC patient_3
cell_2530 NKC patient_3
cell_2531 NKC patient_3
cell_2532 NKC patient_3
cell_2533 NKC patient_3
cell_2534 NKC patient_3
cell_2535 NKC patient_3
cell_2536 NKC patient_3
cell_2537 NKC patient_3
cell_2538 NKC patient_3
cell_2539 NKC patient_3
cell_2540 NKC patient_3
cell_2541 NKC patient_3
cell_2542 NKC patient_3
cell_2543 NKC patient_3
cell_2544 NKC patient_3
cell_2545 NKC patient_3
cell_2546 NKC patient_3
cell_2547 NKC patient_3
cell_2548 NKC patient_3
cell_2549 NKC patient_3
cell_2550 NKC patient_3
cell_2551 NKC patient_3
cell_2552 NKC patient_3
cell_2553 NKC patient_3
cell_2554 NKC patient_3
cell_2555 NKC patient_3
cell_2556 NKC patient_3
cell_2557 NKC patient_3
cell_2558 NKC patient_3
cell_2559 NKC patient_3
cell_2560 NKC patient_3
cell_2561 NKC patient_3
cell_2562 OCC patient_3
cell_2563 OCC patient_3
cell_2564 OCC patient_3
cell_2565 OCC patient_3
cell_2566 OCC patient_3
cell_2567 OCC patient_3
cell_2568 OCC patient_3
cell_2569 OCC patient_3
cell_2570 OCC patient_3
cell_2571 OCC patient_3
cell_2572 OCC patient_3
cell_2573 OCC patient_3
cell_2574 OCC patient_3
cell_2575 OCC patient_3
cell_2576 OCC patient_3
cell_2577 OCC patient_3
cell_2578 OCC patient_3
cell_2579 OCC patient_3
cell_2580 OCC patient_3
cell_2581 OCC patient_3
cell_2582 OCC patient_3
cell_2583 OCC patient_3
cell_2584 OCC patient_3
cell_2585 OCC patient_3
cell_2586 OCC patient_3
cell_2587 OCC patient_3
cell_2588 OCC patient_3
cell_2589 OCC patient_3
cell_2590 OCC patient_3
cell_2591 OCC patient_3
cell_2592 OCC patient_3
cell_2593 OCC patient_3
cell_2594 OCC patient_3
cell_2595 OCC patient_3
cell_2596 OCC patient_3
cell_2597 OCC patient_3
cell_2598 OCC patient_3
cell_2599 OCC patient_3
cell_2600 OCC patient_3
cell_2601 OCC patient_3
cell_2602 OCC patient_3
cell_2603 OCC patient_3
cell_2604 OCC patient_3
cell_2605 OCC patient_3
cell_2606 OCC patient_3
cell_2607 OCC patient_3
cell_2608 unknown patient_3
cell_2609 unknown patient_3
cell_2610 unknown patient_3
cell_2611 unknown patient_3
cell_2612 unknown patient_3
cell_2613 unknown patient_3
cell_2614 unknown patient_3
cell_2615 unknown patient_3
cell_2616 unknown patient_3
cell_2617 unknown patient_3
cell_2618 unknown patient_3
cell_2619 unknown patient_3
cell_2620 unknown patient_3
cell_2621 unknown patient_3
cell_2622 unknown patient_3
cell_2623 unknown patient_3
cell_2624 unknown patient_3
cell_2625 unknown patient_3
cell_2626 unknown patient_3
cell_2627 unknown patient_3
cell_2628 unknown patient_3
cell_2629 unknown patient_3
cell_2630 unknown patient_3
cell_2631 unknown patient_3
cell_2632 unknown patient_3
cell_2633 unknown patient_3
cell_2634 unknown patient_3
cell_2635 unknown patient_3
cell_2636 unknown patient_3
cell_2637 unknown patient_3
